Area	Species	Year	AvgWt	AvgPrice	#fish(x1000)	Wtfish(x1000)	Estimated Value	Poundage by Fincance	Finance by Poundage
Cook Inlet	Chum	1999	7.99	0.18	180	1470	270	1500	264.6
Cook Inlet	Chum	1998	7.27	0.15	100	740	110	733.3333333	111
Cook Inlet	Chum	1997	7.33	0.21	110	810	170	809.5238095	170.1
Cook Inlet	Chum	1996	10	0.12	160	1610	190	1583.333333	193.2
Cook Inlet	Chum	1995	7.2	0.26	580	4150	1080	4153.846154	1079
Cook Inlet	Chum	1994	6.89	0.29	330	2300	670	2310.344828	667
Bristol Bay	Chinook	2016	12.6	0.67	30	372	249	371.641791	249.24
Bristol Bay	Chinook	2015	15.1	0.5	53	792	396	792	396
Bristol Bay	Chinook	2014	14.9	0.8	13	190	152	190	152
Bristol Bay	Chinook	2013	18	0.77	19	350	266	345.4545455	269.5
Bristol Bay	Chinook	2012	14.37	1.17	19	267	313	267.5213675	312.39
Bristol Bay	Chinook	2011	13	0.88	36	462	406	461.3636364	406.56
Bristol Bay	Chinook	2010	14.11	1.02	32	454	464	454.9019608	463.08
Bristol Bay	Chinook	2009	15.19	0.89	31	469	417	468.5393258	417.41
Bristol Bay	Chinook	2008	15.33	0.83	25	383	318	383.1325301	317.89
Bristol Bay	Chinook	2007	13.44	0.64	63	847	540	843.75	542.08
Bristol Bay	Chinook	2006	16.79	0.71	107	1796	1275	1795.774648	1275.16
Bristol Bay	Chinook	2005	16.34	0.58	77	1263	733	1263.793103	732.54
Bristol Bay	Chinook	2004	15.08	0.37	115	1730	646	1745.945946	640.1
Bristol Bay	Chinook	2003	16.06	0.32	48	771	231	721.875	246.72
Bristol Bay	Chinook	2002	18.13	0.31	45	816	253	816.1290323	252.96
Bristol Bay	Chinook	2001	17.45	0.31	20	430	130	419.3548387	133.3
Bristol Bay	Chinook	2000	15.67	0.48	20	360	170	354.1666667	172.8
Bristol Bay	Chinook	1999	14.55	0.53	30	390	210	396.2264151	206.7
Bristol Bay	Chinook	1998	16.74	0.5	140	2270	1140	2280	1135
Bristol Bay	Chinook	1997	16.43	0.52	80	1260	660	1269.230769	655.2
Bristol Bay	Chinook	1996	17.98	0.5	90	1570	790	1580	785
Bristol Bay	Chinook	1995	19.77	0.66	100	1960	1300	1969.69697	1293.6
Bristol Bay	Chinook	1994	18.04	0.64	140	2540	1630	2546.875	1625.6
Bristol Bay	Sockeye	2016	5.4	0.76	37330	201584	153204	201584.2105	153203.84
Bristol Bay	Sockeye	2015	5.2	0.5	35673	184792	92396	184792	92396
Bristol Bay	Sockeye	2014	5.6	1.2	28810	160576	192691	160575.8333	192691.2
Bristol Bay	Sockeye	2013	6	1.5	15400	92000	138000	92000	138000
Bristol Bay	Sockeye	2012	5.7	1.17	20915	119209	139980	119641.0256	139474.53
Bristol Bay	Sockeye	2011	6.1	1.18	22099	134722	158383	134222.8814	158971.96
Bristol Bay	Sockeye	2010	5.85	1.06	29052	169834	180818	170583.0189	180024.04
Bristol Bay	Sockeye	2009	5.93	0.79	30861	183073	144200	182531.6456	144627.67
Bristol Bay	Sockeye	2008	5.78	0.73	27678	159887	116717	159886.3014	116717.51
Bristol Bay	Sockeye	2007	5.82	0.67	29773	173334	115763	172780.597	116133.78
Bristol Bay	Sockeye	2006	5.77	0.66	28493	164500	108570	164500	108570
Bristol Bay	Sockeye	2005	6.32	0.61	24525	155010	94556	155009.8361	94556.1
Bristol Bay	Sockeye	2004	5.78	0.5	26265	151695	76461	152922	75847.5
Bristol Bay	Sockeye	2003	6.32	0.51	14766	93392	47630	93392.15686	47629.92
Bristol Bay	Sockeye	2002	6.08	0.49	10679	64975	31838	64975.5102	31837.75
Bristol Bay	Sockeye	2001	6.74	0.42	14180	95640	40170	95642.85714	40168.8
Bristol Bay	Sockeye	2000	6.11	0.64	20530	125450	80290	125453.125	80288
Bristol Bay	Sockeye	1999	5.29	0.83	26100	138070	114600	138072.2892	114598.1
Bristol Bay	Sockeye	1998	5.75	1.2	10040	57720	69260	57716.66667	69264
Bristol Bay	Sockeye	1997	5.98	0.9	12160	72710	65440	72711.11111	65439
Bristol Bay	Sockeye	1996	6.26	0.75	29650	185610	139210	185613.3333	139207.5
Bristol Bay	Sockeye	1995	5.5	0.77	44270	243530	187520	243532.4675	187518.1
Bristol Bay	Sockeye	1994	5.55	0.97	35220	195490	189630	195494.8454	189625.3
Bristol Bay	Coho	2016	5.8	0.49	91	530	260	530.6122449	259.7
Bristol Bay	Coho	2015	6.7	0.25	31	206	52	208	51.5
Bristol Bay	Coho	2014	6	0.9	266	1591	1431	1590	1431.9
Bristol Bay	Coho	2013	6	0.8	135	810	648	810	648
Bristol Bay	Coho	2012	5.45	0.51	116	631	321	629.4117647	321.81
Bristol Bay	Coho	2011	6.2	0.63	13	83	52	82.53968254	52.29
Bristol Bay	Coho	2010	6.71	0.64	109	728	469	732.8125	465.92
Bristol Bay	Coho	2009	6.5	0.56	59	385	216	385.7142857	215.6
Bristol Bay	Coho	2008	6.44	0.53	117	754	399	752.8301887	399.62
Bristol Bay	Coho	2007	6.44	0.41	52	335	136	331.7073171	137.35
Bristol Bay	Coho	2006	6.43	0.38	79	511	194	510.5263158	194.18
Bristol Bay	Coho	2005	7.01	0.43	75	523	225	523.255814	224.89
Bristol Bay	Coho	2004	6.93	0.31	72	501	158	509.6774194	155.31
Bristol Bay	Coho	2003	6.74	0.16	43	290	46	287.5	46.4
Bristol Bay	Coho	2002	7.38	0.32	8	59	19	59.375	18.88
Bristol Bay	Coho	2001	7.14	0.33	20	120	40	121.2121212	39.6
Bristol Bay	Coho	2000	7.61	0.38	130	960	360	947.3684211	364.8
Bristol Bay	Coho	1999	6.9	0.72	20	130	100	138.8888889	93.6
Bristol Bay	Coho	1998	8.32	0.5	130	1050	520	1040	525
Bristol Bay	Coho	1997	7.26	0.5	370	180	90	180	90
Bristol Bay	Coho	1996	6.82	0.3	120	840	250	833.3333333	252
Bristol Bay	Coho	1995	6.67	0.43	50	330	140	325.5813953	141.9
Bristol Bay	Coho	1994	8.2	0.71	180	1440	1020	1436.619718	1022.4
Bristol Bay	Pink	2016	4	0.15	752	3007	451	3006.666667	451.05
Bristol Bay	Pink	2015	3.7	0.2	3	8	1.6	8	1.6
Bristol Bay	Pink	2014	3.5	0.28	1302	4533	1269	4532.142857	1269.24
Bristol Bay	Pink	2013	3	0.3	1	2	0.6	2	0.6
Bristol Bay	Pink	2012	3.11	0.39	906	2822	1091	2797.435897	1100.58
Bristol Bay	Pink	2011	3.05	0.28	1	2	0.56	2	0.56
Bristol Bay	Pink	2010	3.3	0.36	1334	4400	1565	4347.222222	1584
Bristol Bay	Pink	2009	3.27	0.07	1	2	0.14	2	0.14
Bristol Bay	Pink	2008	3.55	0.17	285	1013	172	1011.764706	172.21
Bristol Bay	Pink	2007	3.49	0.03	1	5	0.15	5	0.15
Bristol Bay	Pink	2006	3.72	0.03	146	541	16	533.3333333	16.23
Bristol Bay	Pink	2005	3.47	0.02	3	9	0.18	9	0.18
Bristol Bay	Pink	2004	4.12	0.09	53	217	19	211.1111111	19.53
Bristol Bay	Pink	2003	4.9	0.07	0.2	1	0.07	1	0.07
Bristol Bay	Pink	2002	3.8	0.06	0.5	2	0.12	2	0.12
Bristol Bay	Pink	2001	2.75	0.09	0.1	0.27	0.02	0.222222222	0.0243
Bristol Bay	Pink	2000	3.66	0.08	60	210	20	250	16.8
Bristol Bay	Pink	1999	3.3	0.09	0	0	0	0	0
Bristol Bay	Pink	1998	3.31	0.1	30	80	10	100	8
Bristol Bay	Pink	1997	3.38	0.07	0	0	0	0	0
Bristol Bay	Pink	1996	3.5	0.1	40	130	10	100	13
Bristol Bay	Pink	1995	3.55	0.14	0	0	0	0	0
Bristol Bay	Pink	1994	3.78	0.12	90	340	40	333.3333333	40.8
Bristol Bay	Chum	2016	6	0.32	1042	6254	2001	6253.125	2001.28
Bristol Bay	Chum	2015	6.1	0.3	930	5700	1995	6650	1710
Bristol Bay	Chum	2014	6.2	0.3	557	3459	1038	3460	1037.7
Bristol Bay	Chum	2013	6	0.3	870	5600	1670	5566.666667	1680
Bristol Bay	Chum	2012	6.3	0.34	679	4281	1470	4323.529412	1455.54
Bristol Bay	Chum	2011	6.41	0.37	702	4501	1649	4456.756757	1665.37
Bristol Bay	Chum	2010	6.09	0.28	1001	6093	1711	6110.714286	1706.04
Bristol Bay	Chum	2009	6.25	0.17	1324	8275	1442	8482.352941	1406.75
Bristol Bay	Chum	2008	6.22	0.17	1260	7831	1331	7829.411765	1331.27
Bristol Bay	Chum	2007	6.06	0.13	1940	11751	1555	11961.53846	1527.63
Bristol Bay	Chum	2006	6.15	0.12	2244	13807	1657	13808.33333	1656.84
Bristol Bay	Chum	2005	6.52	0.11	1397	9108	1002	9109.090909	1001.88
Bristol Bay	Chum	2004	6.36	0.09	733	4662	398	4422.222222	419.58
Bristol Bay	Chum	2003	6.46	0.07	933	6027	422	6028.571429	421.89
Bristol Bay	Chum	2002	6.73	0.09	468	3150	284	3155.555556	283.5
Bristol Bay	Chum	2001	7.18	0.11	830	5970	660	6000	656.7
Bristol Bay	Chum	2000	6.88	0.09	380	2620	240	2666.666667	235.8
Bristol Bay	Chum	1999	6.86	0.1	250	1680	170	1700	168
Bristol Bay	Chum	1998	6.22	0.12	400	2460	300	2500	295.2
Bristol Bay	Chum	1997	6.33	0.1	320	2010	200	2000	201
Bristol Bay	Chum	1996	7.3	0.1	840	6150	610	6100	615
Bristol Bay	Chum	1995	6.34	0.2	980	6220	1240	6200	1244
Bristol Bay	Chum	1994	6.24	0.22	900	5580	1230	5590.909091	1227.6
Kodiak	Chinook	2016	8.4	1.93	8	65	126	65.28497409	125.45
Kodiak	Chinook	2015	9.1	0.96	9	77	74	77.08333333	73.92
Kodiak	Chinook	2014	7.3	1.44	9	63	88	61.11111111	90.72
Kodiak	Chinook	2013	7.5	0.79	34	255	202	255.6962025	201.45
Kodiak	Chinook	2012	7.37	1.47	2235	12422	18254	12417.68707	18260.34
Kodiak	Chinook	2011	9.38	0.84	18	173	145	172.6190476	145.32
Kodiak	Chinook	2010	7.98	0.73	15	116	84	115.0684932	84.68
Kodiak	Chinook	2009	9.17	0.68	7	66	45	66.17647059	44.88
Kodiak	Chinook	2008	8.07	1	17	139	139	139	139
Kodiak	Chinook	2007	9.65	0.89	17	164	146	164.0449438	145.96
Kodiak	Chinook	2006	10.32	0.94	20	210	198	210.6382979	197.4
Kodiak	Chinook	2005	11.68	0.76	14	169	128	168.4210526	128.44
Kodiak	Chinook	2004	11.36	0.51	29	328	169	331.372549	167.28
Kodiak	Chinook	2003	10	0.35	19	190	67	191.4285714	66.5
Kodiak	Chinook	2002	10.16	0.37	19	193	71	191.8918919	71.41
Kodiak	Chinook	2001	13.88	0.72	20	330	240	333.3333333	237.6
Kodiak	Chinook	2000	14.9	0.75	10	180	140	186.6666667	135
Kodiak	Chinook	1999	12.71	0.68	20	230	160	235.2941176	156.4
Kodiak	Chinook	1998	14.37	0.75	20	250	190	253.3333333	187.5
Kodiak	Chinook	1997	9.98	0.64	20	190	120	187.5	121.6
Kodiak	Chinook	1996	13.7	0.5	13	180	90	180	90
Kodiak	Chinook	1995	13.78	0.69	20	260	180	260.8695652	179.4
Kodiak	Chinook	1994	13.95	0.73	20	310	230	315.0684932	226.3
Kodiak	Sockeye	2016	5.18	0.99	2079	10727	10691	10798.9899	10619.73
Kodiak	Sockeye	2015	4.86	0.89	3104	15058	13402	15058.42697	13401.62
Kodiak	Sockeye	2014	5.22	1.78	3257	17007	30158	16942.69663	30272.46
Kodiak	Sockeye	2013	5.76	1.59	2570	14792	23511	14786.79245	23519.28
Kodiak	Sockeye	2012	5.56	1.47	2235	12422	18254	12417.68707	18260.34
Kodiak	Sockeye	2011	5.92	1.53	2268	13436	20517	13409.80392	20557.08
Kodiak	Sockeye	2010	5.35	1.41	1437	7692	10864	7704.964539	10845.72
Kodiak	Sockeye	2009	5.7	1.12	1727	9842	11064	9878.571429	11023.04
Kodiak	Sockeye	2008	5.53	1.19	1822	10077	11991	10076.47059	11991.63
Kodiak	Sockeye	2007	5.65	1	2014	11375	11360	11360	11375
Kodiak	Sockeye	2006	5.11	0.84	1586	8095	6800	8095.238095	6799.8
Kodiak	Sockeye	2005	5.48	0.77	3052	16735	12886	16735.06494	12885.95
Kodiak	Sockeye	2004	5.29	0.6	4170	22061	13214	22023.33333	13236.6
Kodiak	Sockeye	2003	5.46	0.59	4054	21735	12824	21735.59322	12823.65
Kodiak	Sockeye	2002	5.65	0.61	1831	10347	6312	10347.54098	6311.67
Kodiak	Sockeye	2001	5.54	0.7	2660	14740	10320	14742.85714	10318
Kodiak	Sockeye	2000	5.7	0.85	2910	16590	14100	16588.23529	14101.5
Kodiak	Sockeye	1999	5.6	1.08	4650	26060	28140	26055.55556	28144.8
Kodiak	Sockeye	1998	4.84	1	3620	17540	17540	17540	17540
Kodiak	Sockeye	1997	5.25	0.96	2510	13160	12640	13166.66667	12633.6
Kodiak	Sockeye	1996	5.7	0.8	4925	28070	22460	28075	22456
Kodiak	Sockeye	1995	5.11	1.05	4490	22930	24080	22933.33333	24076.5
Kodiak	Sockeye	1994	4.98	1.28	2880	14340	18360	14343.75	18355.2
Kodiak	Coho	2016	7.36	0.61	209	1535	936	1534.42623	936.35
Kodiak	Coho	2015	6.04	0.36	417	2517	906	2516.666667	906.12
Kodiak	Coho	2014	7.74	0.66	474	3662	2401	3637.878788	2416.92
Kodiak	Coho	2013	6.62	0.45	268	1777	804	1786.666667	799.65
Kodiak	Coho	2012	6.96	0.77	209	1452	1116	1449.350649	1118.04
Kodiak	Coho	2011	6.67	0.82	188	1258	1026	1251.219512	1031.56
Kodiak	Coho	2010	7.53	0.79	266	2007	1587	2008.860759	1585.53
Kodiak	Coho	2009	6.62	0.61	289	1910	1163	1906.557377	1165.1
Kodiak	Coho	2008	8.08	1.2	301	2436	2924	2436.666667	2923.2
Kodiak	Coho	2007	7.37	0.6	357	2631	1572	2620	1578.6
Kodiak	Coho	2006	7.8	0.66	556	4339	2863	4337.878788	2863.74
Kodiak	Coho	2005	7.53	0.42	397	2987	1255	2988.095238	1254.54
Kodiak	Coho	2004	7.69	0.26	490	3768	986	3792.307692	979.68
Kodiak	Coho	2003	7.69	0.2	352	2708	542	2710	541.6
Kodiak	Coho	2002	7.7	0.18	504	3883	699	3883.333333	698.94
Kodiak	Coho	2001	7.78	0.24	410	3180	760	3166.666667	763.2
Kodiak	Coho	2000	8	0.5	330	2630	1310	2620	1315
Kodiak	Coho	1999	7.41	0.41	300	2200	900	2195.121951	902
Kodiak	Coho	1998	8.45	0.5	430	3590	1800	3600	1795
Kodiak	Coho	1997	7.97	0.56	380	3040	1700	3035.714286	1702.4
Kodiak	Coho	1996	7.5	0.25	195	1460	365	1460	365
Kodiak	Coho	1995	8.03	0.4	310	2470	990	2475	988
Kodiak	Coho	1994	8.69	0.67	300	2570	1720	2567.164179	1721.9
Kodiak	Pink	2016	4.49	0.21	3236	15091	3169	15090.47619	3169.11
Kodiak	Pink	2015	3.32	0.19	33008	109452	20796	109452.6316	20795.88
Kodiak	Pink	2014	3.51	0.33	10678	37431	12188	36933.33333	12352.23
Kodiak	Pink	2013	3.16	0.39	28162	89068	34599	88715.38462	34736.52
Kodiak	Pink	2012	3.58	0.47	16873	60417	28372	60365.95745	28395.99
Kodiak	Pink	2011	3.21	0.46	16642	53423	24728	53756.52174	24574.58
Kodiak	Pink	2010	3.63	0.44	8864	32175	14104	32054.54545	14157
Kodiak	Pink	2009	3.31	0.26	27684	91569	23560	90615.38462	23807.94
Kodiak	Pink	2008	3.7	0.36	8789	32532	11711	32530.55556	11711.52
Kodiak	Pink	2007	3.64	0.2	24811	90190	17703	88515	18038
Kodiak	Pink	2006	3.7	0.16	31694	117388	18782	117387.5	18782.08
Kodiak	Pink	2005	3.41	0.12	30144	102807	12337	102808.3333	12336.84
Kodiak	Pink	2004	3.64	0.09	21441	78082	7321	81344.44444	7027.38
Kodiak	Pink	2003	3.55	0.09	14067	49940	4495	49944.44444	4494.6
Kodiak	Pink	2002	3.68	0.08	18329	67510	5401	67512.5	5400.8
Kodiak	Pink	2001	3.44	0.12	19570	67370	8080	67333.33333	8084.4
Kodiak	Pink	2000	3.3	0.12	9930	32770	3930	32750	3932.4
Kodiak	Pink	1999	3.06	0.14	11900	36410	5100	36428.57143	5097.4
Kodiak	Pink	1998	3.71	0.12	22060	81850	9820	81833.33333	9822
Kodiak	Pink	1997	3.38	0.15	11040	37270	5590	37266.66667	5590.5
Kodiak	Pink	1996	3.5	0.05	3650	12775	640	12800	638.75
Kodiak	Pink	1995	3.51	0.17	42800	150390	25570	150411.7647	25566.3
Kodiak	Pink	1994	3.81	0.18	8160	31090	5600	31111.11111	5596.2
Kodiak	Chum	2016	6.85	0.28	405	2774	777	2775	776.72
Kodiak	Chum	2015	7.05	0.4	772	5433	2174	5435	2173.2
Kodiak	Chum	2014	7.59	0.48	337	2556	1215	2531.25	1226.88
Kodiak	Chum	2013	7.83	0.45	792	6203	2785	6188.888889	2791.35
Kodiak	Chum	2012	7.88	0.6	866	6824	4109	6848.333333	4094.4
Kodiak	Chum	2011	6.75	0.69	824	5565	3846	5573.913043	3839.85
Kodiak	Chum	2010	7.67	0.56	734	5634	3157	5637.5	3155.04
Kodiak	Chum	2009	7.72	0.44	956	7381	3235	7352.272727	3247.64
Kodiak	Chum	2008	8.41	0.5	908	7639	3820	7640	3819.5
Kodiak	Chum	2007	7.77	0.35	729	5667	1995	5700	1983.45
Kodiak	Chum	2006	8.41	0.33	1082	9101	3003	9100	3003.33
Kodiak	Chum	2005	7.82	0.2	477	3732	746	3730	746.4
Kodiak	Chum	2004	7.66	0.12	1122	8596	1056	8800	1031.52
Kodiak	Chum	2003	7.16	0.14	1152	8251	1155	8250	1155.14
Kodiak	Chum	2002	7.79	0.16	650	5062	810	5062.5	809.92
Kodiak	Chum	2001	8.16	0.32	1050	8600	2750	8593.75	2752
Kodiak	Chum	2000	8.2	0.2	1190	9790	1960	9800	1958
Kodiak	Chum	1999	7.9	0.15	910	7220	1080	7200	1083
Kodiak	Chum	1998	7.8	0.2	320	2470	490	2450	494
Kodiak	Chum	1997	7.99	0.19	520	4160	790	4157.894737	790.4
Kodiak	Chum	1996	8.2	0.15	512	4200	630	4200	630
Kodiak	Chum	1995	7.49	0.27	1520	11410	3080	11407.40741	3080.7
Kodiak	Chum	1994	7.43	0.2	740	5490	1100	5500	1098
Chignik	Chinook	2016	7.5	1.14	21	155	177	155.2631579	176.7
Chignik	Chinook	2015	8.12	1.01	10	72	75	74.25742574	72.72
Chignik	Chinook	2014	8.6	0.88	9	76	67	76.13636364	66.88
Chignik	Chinook	2013	12.19	1.07	3	36	39	36.44859813	38.52
Chignik	Chinook	2012	13.44	1.12	4	49	55	49.10714286	54.88
Chignik	Chinook	2011	11.23	0.98	6	72	71	72.44897959	70.56
Chignik	Chinook	2010	10.55	1.02	9	93	96	94.11764706	94.86
Chignik	Chinook	2009	9.49	1.01	3	31	31	30.69306931	31.31
Chignik	Chinook	2008	15.27	1.05	1	15	16	15.23809524	15.75
Chignik	Chinook	2007	15	0.86	2	30	26	30.23255814	25.8
Chignik	Chinook	2006	17.54	0.82	2	40	32	39.02439024	32.8
Chignik	Chinook	2005	18.13	0.57	3	62	35	61.40350877	35.34
Chignik	Chinook	2004	18.65	0.41	3	47	19	46.34146341	19.27
Chignik	Chinook	2003	14.67	0.49	3	44	22	44.89795918	21.56
Chignik	Chinook	2002	9.25	0.29	1	14	4	13.79310345	4.06
Chignik	Chinook	2001	13.4	0.32	3	40	10	31.25	12.8
Chignik	Chinook	2000	20	0.38	3	60	20	52.63157895	22.8
Chignik	Chinook	1999	16.17	0.48	3	60	30	62.5	28.8
Chignik	Chinook	1998	14.99	0.48	4	70	30	62.5	33.6
Chignik	Chinook	1997	15.42	0.42	3	50	20	47.61904762	21
Chignik	Chinook	1996	20.1	0.4	1	59	24	60	23.6
Chignik	Chinook	1995	20.24	0.54	10	110	60	111.1111111	59.4
Chignik	Chinook	1994	18.34	0.55	3.816793893	70	40	72.72727273	38.5
Chignik	Sockeye	2016	5.92	0.98	1386	8208	8044	8208.163265	8043.84
Chignik	Sockeye	2015	5.5	0.78	1541	8470	6601	8462.820513	6606.6
Chignik	Sockeye	2014	6.68	1.47	618	4125	6048	4114.285714	6063.75
Chignik	Sockeye	2013	7.11	1.29	2391	17006	21945	17011.62791	21937.74
Chignik	Sockeye	2012	6.81	1.26	1800	12263	15495	12297.61905	15451.38
Chignik	Sockeye	2011	7.17	1.3	2497	17889	23224	17864.61538	23255.7
Chignik	Sockeye	2010	6.51	1.27	1379	8974	11381	8961.417323	11396.98
Chignik	Sockeye	2009	6.9	0.98	1198	8262	8093	8258.163265	8096.76
Chignik	Sockeye	2008	6.89	0.88	687	4734	4166	4734.090909	4165.92
Chignik	Sockeye	2007	6.96	0.76	835	5809	4436	5836.842105	4414.84
Chignik	Sockeye	2006	6.48	0.72	903	5849	4211	5848.611111	4211.28
Chignik	Sockeye	2005	6.53	0.72	1152	7521	5415	7520.833333	5415.12
Chignik	Sockeye	2004	6.4	0.61	705	4510	2751	4509.836066	2751.1
Chignik	Sockeye	2003	6.54	0.81	1100	7190	5824	7190.123457	5823.9
Chignik	Sockeye	2002	6.89	0.73	1051	7245	5289	7245.205479	5288.85
Chignik	Sockeye	2001	7.32	0.68	1510	11070	7530	11073.52941	7527.6
Chignik	Sockeye	2000	7.42	0.88	1780	13210	11620	13204.54545	11624.8
Chignik	Sockeye	1999	6.6	1.07	3120	20570	22010	20570.09346	22009.9
Chignik	Sockeye	1998	6.11	1.03	1050	6440	6640	6446.601942	6633.2
Chignik	Sockeye	1997	6.31	0.93	770	4860	4520	4860.215054	4519.8
Chignik	Sockeye	1996	7	0.75	1910	14516	10887	14516	10887
Chignik	Sockeye	1995	6.68	1.08	1720	11520	12440	11518.51852	12441.6
Chignik	Sockeye	1994	6.27	0.91	1620	10150	9230	10142.85714	9236.5
Chignik	Coho	2016	6.98	0.24	94	658	158	658.3333333	157.92
Chignik	Coho	2015	6.38	0.19	83	524	102	536.8421053	99.56
Chignik	Coho	2014	8.25	0.4	130	1074	428	1070	429.6
Chignik	Coho	2013	7.05	0.38	3.32	225	87	228.9473684	85.5
Chignik	Coho	2012	6.78	0.44	33	226	100	227.2727273	99.44
Chignik	Coho	2011	6.77	0.53	77	519	275	518.8679245	275.07
Chignik	Coho	2010	7.15	0.49	159	1137	559	1140.816327	557.13
Chignik	Coho	2009	6.64	0.31	110	732	227	732.2580645	226.92
Chignik	Coho	2008	7.99	0.6	162	1290	774	1290	774
Chignik	Coho	2007	7.45	0.37	73	544	199	537.8378378	201.28
Chignik	Coho	2006	7.45	0.54	39	292	158	292.5925926	157.68
Chignik	Coho	2005	6.76	0.36	7	47	17	47.22222222	16.92
Chignik	Coho	2004	7.1375	0.23	0.1	0.7	0.161	0.7	0.161
Chignik	Coho	2003	8.25	0.15	104	858	129	860	128.7
Chignik	Coho	2002	7.37	0.15	49	361	54	360	54.15
Chignik	Coho	2001	7.7	0.25	130	1010	250	1000	252.5
Chignik	Coho	2000	7.92	0.28	120	970	270	964.2857143	271.6
Chignik	Coho	1999	6.89	0.44	90	620	270	613.6363636	272.8
Chignik	Coho	1998	8.07	0.38	130	920	140	368.4210526	349.6
Chignik	Coho	1997	8.32	0.33	90	760	250	757.5757576	250.8
Chignik	Coho	1996	7.6	0.3	160	1216	365	1216.666667	364.8
Chignik	Coho	1995	7.32	0.46	280	2060	950	2065.217391	947.6
Chignik	Coho	1994	8.38	0.54	240	1990	1070	1981.481481	1074.6
Chignik	Pink	2016	4	0.17	141	563	96	564.7058824	95.71
Chignik	Pink	2015	2.95	0.16	1979	5844	941	5881.25	935.04
Chignik	Pink	2014	3.23	0.25	349	1129	285	1140	282.25
Chignik	Pink	2013	2.99	0.33	875	2622	872	2642.424242	865.26
Chignik	Pink	2012	3.28	0.38	138	452	173	455.2631579	171.76
Chignik	Pink	2011	3.18	0.41	903	2876	1187	2895.121951	1179.16
Chignik	Pink	2010	3.4	0.35	490	1663	581	1660	582.05
Chignik	Pink	2009	3.2	0.21	1406	4497	951	4528.571429	944.37
Chignik	Pink	2008	3.43	0.22	2390	8192	1802	8190.909091	1802.24
Chignik	Pink	2007	3.66	0.14	2020	7388	1007	7192.857143	1034.32
Chignik	Pink	2006	3.66	0.16	384	1403	225	1406.25	224.48
Chignik	Pink	2005	3.15	0.11	194	612	67	609.0909091	67.32
Chignik	Pink	2004	3.36	0.09	2	8	1	11.11111111	0.72
Chignik	Pink	2003	3.89	0.07	503	1956	137	1957.142857	136.92
Chignik	Pink	2002	3.14	0.09	66	207	19	211.1111111	18.63
Chignik	Pink	2001	3.18	0.09	1280	4080	370	4111.111111	367.2
Chignik	Pink	2000	3.37	0.08	430	1440	120	1500	115.2
Chignik	Pink	1999	2.85	0.13	1700	4840	630	4846.153846	629.2
Chignik	Pink	1998	3.33	0.12	780	2590	310	2583.333333	310.8
Chignik	Pink	1997	3.3	0.1	840	2780	280	2800	278
Chignik	Pink	1996	2.9	0.06	180	531	32	533.3333333	31.86
Chignik	Pink	1995	3.57	0.14	2060	7350	1030	7357.142857	1029
Chignik	Pink	1994	3.47	0.14	430	1490	210	1500	208.6
Chignik	Chum	2016	6.8	0.2	118	805	161	805	161
Chignik	Chum	2015	6.5	0.25	102	657	165	660	164.25
Chignik	Chum	2014	8.31	0.41	55	456	185	451.2195122	186.96
Chignik	Chum	2013	7.72	0.32	154	1192	385	1203.125	381.44
Chignik	Chum	2012	8.97	0.43	171	1533	653	1518.604651	659.19
Chignik	Chum	2011	6.89	0.5	269	1857	921	1842	928.5
Chignik	Chum	2010	7.64	0.41	577	4407	1798	4385.365854	1806.87
Chignik	Chum	2009	7.5	0.3	256	1922	575	1916.666667	576.6
Chignik	Chum	2008	8.25	0.31	209	1726	535	1725.806452	535.06
Chignik	Chum	2007	8.2	0.25	79	648	163	652	162
Chignik	Chum	2006	7.31	0.24	62	451	108	450	108.24
Chignik	Chum	2005	7.28	0.16	9	64	10	62.5	10.24
Chignik	Chum	2004	7.92	0.12	1	4	0.48	4	0.48
Chignik	Chum	2003	7.02	0.13	64	449	58	446.1538462	58.37
Chignik	Chum	2002	7.4	0.11	55	407	45	409.0909091	44.77
Chignik	Chum	2001	8.09	0.17	200	1610	270	1588.235294	273.7
Chignik	Chum	2000	7.93	8	120	960	80	10	7680
Chignik	Chum	1999	7.57	0.11	140	1060	120	1090.909091	116.6
Chignik	Chum	1998	7.11	0.15	130	920	140	933.3333333	138
Chignik	Chum	1997	7.68	0.11	160	1200	130	1181.818182	132
Chignik	Chum	1996	7.5	0.08	95	717	57	712.5	57.36
Chignik	Chum	1995	7.39	0.21	380	2810	590	2809.52381	590.1
Chignik	Chum	1994	7.18	0.27	230	1630	440	1629.62963	440.1
Alaska Totals	Chinook	2016	10.66	4.4	401	4276	18829	4279.318182	18814.4
Alaska Totals	Chinook	2015	10.65	3.01	474	5050	15186	5045.182724	15200.5
Alaska Totals	Chinook	2014	12.06	4.07	479	5788	23497	5773.218673	23557.16
Alaska Totals	Chinook	2013	12.88	5.31	281	3615	19208	3617.3258	19195.65
Alaska Totals	Chinook	2012	13.3	4.01	347	4615	18514	4616.957606	18506.15
Alaska Totals	Chinook	2011	13.58	3.53	463	6285	22217	6293.767705	22186.05
Alaska Totals	Chinook	2010	14.2	3.6	376	5333	19192	5331.111111	19198.8
Alaska Totals	Chinook	2009	14.22	2.76	359	5106	14078	5100.724638	14092.56
Alaska Totals	Chinook	2008	15.03	4.54	376	5649	25619	5642.951542	25646.46
